Chinese,Jyutping,Yale,POS,English
大衛,daai6wai6,daaihwaih,Name,David
李,lei5,léih,Surname,Lee
林,lam4,làhm,Surname,Lam
子安,zi2 on1,jí ōn,Name,Ji On
美國,mei5gwok3,méihgwok,PW,America
香港,hoeng1gong2,hēunggóng,PW,Hong Kong
英國,jing1gwok3,yīnggwok,PW,Britain
中國,zung1gwok3,jūnggwok,PW,China
日本,jat6bun2,yahtbún,PW,Japan
韓國,hon4gwok3,hòhngwok,PW,Korea
