Chinese,Jyutping,Yale,POS,English
桂林,gwai3lam4,gwailàhm,PW,Guilin
陽朔,joeng4sok3,yèuhngsok,PW,Yangshuo
紐約,nau2joek3,náuyeuk,PW,New York
