Chinese,Jyutping,Yale,POS,English
安娜,on1naa4,ōnnàh,Name,Anna
小文,siu2 man4,síu màhn,Name,Siu Man
大學站,daai6hok6 zaam6,daaihhohk jaahm,PW/N,University station
超級市場,ciu1kap1si5coeng4,chīu'kāpsíhchèuhng,PW/N,supermarket
厠所,ci3 so2,chi só,PW/N,toilet
博物館,bok3mat6gun2,bokmahtgún,PW/N,museum
辦公大樓,baan6gung1daai6lau4,baahngūngdaaihlàuh,PW/N,office building
圖書館,tou4syu1gun2,tòuhsyūgún,PW/N,library
火車站,fo2ce1zaam6,fóchējaahm,PW/N,train station
