Chinese,Jyutping,Yale,POS,English
德華,dak1waa4,dākwàh,Name,Dak Wa
德寶,dak1 bou2,dāk bóu,Name,Dak Bou
明星茶樓,ming4sing1 caa4lau4,mìhngsīng chàhlàuh,Name,Ming Sing tea house
九龍公園,gau2lung4gung1jyun4,gáulùhnggūngyùhn,PW,Kowloon Park
護士,wu6si6,wuhsih,N,nurse
急症室,gap1zing3sat1,gāpjingsāt,PW/N,emergency unit (hospital)
