Chinese,Jyutping,Yale,POS,English
安德,on1 dak1,ōn dāk,Name,"On Dak, Andrew"
王子強,wong4zi2 koeng4,wòhngjí kèuhng,Name,Wong Ji Keung
阿王,aa3 wong4,a wòhng,Name,Aaron
嘉欣,gaa1jan1,gāyān,Name,Ga Yan
波爾多,bo1ji5do1,bōyíhdō,PW,Bordeaux
法國,faat3gwok3,faatgwok,PW,France
德國,dak1gwok3,dākgwok,PW,Germany
公園,gung1jyun2,gūngyún,PW/N,public park
國際商業,gwok3zai3 soeng1jip6,gwokjai sēungyihp,N,International Business
