Chinese,Jyutping,Yale,POS,English
倫敦,leon4deon1,lèuhndēun,PW,London
海岸,hoi2ngon6,hói'ngohn,PW,seashore
世界大樓,sai3gaai3 daai6lau4,saigaai daaihlàuh,Name,World Building
展覽中心,zin2laam5 zung1sam1,jínláahm jūngsām,N,exhibition centre
