Chinese,Jyutping,Yale,POS,English
賭場,dou2coeng4,dóuchèuhng,N,casino
賽馬,coi3maa5,choi'máh,N,horse racing
六合彩,luk6hap6coi2,luhkhahpchói,N,Mark Six
賭波,dou2bo1,dóubō,N/VO,soccer betting; to bet on soccer
賭癮,dou2 jan5,dóu yáhn,N,gambling addiction
