Chinese,Jyutping,Yale,POS,English
宣佈,syun1bou3,syūnbou,V,"to announce, to declare"
尷尬,gaam3gaai3,gaamgaai,Adj,awkward; embarrassed
資金,zi1gam1,jīgām,N,capital; fund
修建,sau1gin3,sāugin,V,"to build, to construct"
廢墟,fai3heoi1,fai'hēui,N,ruins; debris
人力,jan4lik6,yàhnlihk,N,manpower; labour power
財力,coi4lik6,chòihlihk,N,financial resources
預算,jyu6syun3,yuhsyun,N,budget
納税人,naap6 seoi3 jan4,naahp seui yàhn,N,taxpayer
