Chinese,Jyutping,Yale,POS,English
東南亞,dung1naam4aa3,dūngnàahm'a,PW,Southeast Asia
達文西密碼,daat6man4sai1mat6maa5,daahtmàhnsāi'mahtmáh,PN,Da Vinci Code (movie & novel)
