Chinese,Jyutping,Yale,POS,English
憑乜嘢反對,pang4 mat1je5 faan2deoi3,pàhng mātyéh fáandeui,PH,what to base on to oppose
有害無益,jau5hoi6mou4jik1,yáuhhoihmòuhyīk,PH,harmful and unhelpful
空氣唔流通,hung1hei3 m4 lau4tung1,hūnghei m̀h làuhtūng,PH,poorly rentilated
可持續發展,ho2ci4zuk6faat3zin2,hóchìhjuhkfaatjín,PH,sustainable development
