Chinese,Jyutping,Yale,POS,English
全面禁煙,cyun4min2 gam3 jin1,chyùhnmín gam yīn,PH,total ban on smoking
減少吸煙,gaam2siu2 kap1jin1,gáamsíu kāpyīn,PH,to reduce smoking
煙味,jin1 mei6,yīn meih,N,smoke smell
煙癮起,jin1 jan5hei2,yīn yáhnhéi,PH,to have an urge to smoke
煙民,jin1 man4,yīn màhn,N,smoker
吸煙區,kap1jin1 keoi1,kāpyīn kēui,N,smoking area
