Chinese,Jyutping,Yale,POS,English
室內場所,sat1noi6 coeng4so2,sātnoih chèuhngsó,N,indoor place
權威雜誌,kyun4wai1 zaap6zi3,kyùhnwāi jaahpji,N,reputed journal
用品,jung6ban2,yuhngbán,N,articles for use
輔助熱線,fu6zo6 jit6sin3,fuhjoh yihtsin,N,assistance hotline
心理輔導,sam1lei5 fu6dou6,sāmléih fuhdouh,N,psychological counselling
採訪,coi2fong2,chóifóng,N/V,news gathering; to interview and gather news
指定,zi2ding6,jídihng,V,"to appoint, to assign"
