Chinese,Jyutping,Yale,POS,English
港珠澳大橋,gong2zyu1ou3daai6kiu4,góngjyūoudaaihkìuh,PW,Hong Kong-Zhuhai-Macao Bridge
澳門,ou3mun2,ou'mún,PW,Macau
珠海,zyu1hoi2,jyū'hói,PW,Zhuhai
三地,saam1 dei6,sāam deih,PH,the three places
