Chinese,Jyutping,Yale,POS,English
患癌,waan6 ngaam4,waahn ngàahm,VO,to suffer from cancer
咽喉癌,jin1hau4 ngaam4,yīnhàuh ngàahm,N,cancer of the pharynx and larynx
口腔癌,hau2hong1ngaam4,háu'hōngngàahm,N,oral cavity cancer
肺癌,fai3ngaam4,fai'ngàahm,N,lung cancer
懷孕,waai4jan6,wàaihyahn,V,to be pregnant
胎兒,toi1ji4,tōiyìh,N,fetus
孕婦,jan6fu5,yahnfúh,N,pregnant woman
鼻敏感,bei6man5gam2,beihmáhngám,N,nasal allergy
醫療費用,ji1liu4fai3 jung6,yīlìuhfai yuhng,N,medical expenses
