Chinese,Jyutping,Yale,POS,English
北京鳥巢,bak1ging1 niu5caau4,bākgīng níuhchàauh,PW,Beijing Bird's Nest
水立方,seoi2laap6fong1,séuilaahpfōng,PW,Water Cube
