Chinese,Jyutping,Yale,POS,English
漁村風味,jyu4cyun1 fung1mei6,yùhchyūn fūngmeih,N,taste of fishing village
避風塘,bei6fung1tong4,beihfūngtòhng,N,typhoon shelter
休漁期,jau1jyu4kei4,yāuyùhkèih,PH,fishing moratorium
