Chinese,Jyutping,Yale,POS,English
網球賽,mong5kau4coi3,móhngkàuhchoi,N,tennis competition
欖球賽,laam2kau4 coi3,láamkàuh choi,N,rugby competition
馬拉松,maa5laai1cung4,máhlāaichùhng,N,marathon
奧運會,ou3wan6wui2,ouwahnwúi,PN,Olympic Games
馬術比賽,maa5seot6 bei2coi3,máhseuht béichoi,N,equestrian competition
東亞運動會,dung1aa3wan6dung6wui2,dūng'awahnduhngwúi,PN,East Asian Games
渡海泳,dou6 hoi2 wing6,douh hói wihng,N,cross-harbour swimming
賽車,coi3ce1,choichē,N,car racing
