Chinese,Jyutping,Yale,POS,English
調查,diu6caa4,diuhchàh,V/N,"to investigate, to survey; investigation, survey"
平均,ping4gwan1,pìhnggwān,Att./Adj,"average; equally, on the average"
費用,fai3jung6,faiyuhng,N,"cost, expenditure, expense, charges"
信賴,seon3laai6,seunlaaih,V/N,"to trust, to count on, to have faith in"
候選名單,hau6syun2 ming4daan1,hauhsyún mìhngdāan,N,shortlist
富商,fu3soeng1,fusēung,N,wealthy merchant
補習班,bou2zaap6baan1,bóujaahpbāan,N,tutoring classes
舞蹈,mou5dou6,móuhdouh,N,dance
