Chinese,Jyutping,Yale,POS,English
發燒友,faat3siu1jau2,faatsīuyáu,N,enthusiast
滑翔傘,waat6coeng4saan3,waahtchèuhngsaan,N,paragliding
滑浪風帆,waat6long6fung1faan4,waahtlohngfūngfàahn,N,windsurfing
睇跑馬,tai2 paau2maa5,tái páau'máh,VO,to watch horse racing
