Chinese,Jyutping,Yale,POS,English
龍蝦,lung4haa1,lùhnghā,N,lobster
蝦米,haa1mai5,hā'máih,N,dried shrimp
蝦醬,haa1zoeng3,hājeung,N,shrimp paste
魚粉,jyu4fan2,yùhfán,N,fish meal
魚露,jyu4lou6,yùhlouh,N,fish sauce
鹹魚,haam4jyu2,hàahmyú,N,salted fish
海味,hoi2mei2,hói'méi,N,dried seafood
