Chinese,Jyutping,Yale,POS,English
最高法院,zeoi3gou1faat3jyun2,jeuigōufaatyún,PN,Supreme Court
已婚人士免税額,ji5fan1 jan4si6 min5 seoi3 ngaak6,yíhfān yàhnsih míhn seui ngaahk,PN,Married Person's Allowance
婚姻法,fan1jan1faat3,fānyānfaat,PN,Marriage Law
