Chinese,Jyutping,Yale,POS,English
人物傳記,jan4mat2 zyun2gei3,yàhnmát jyúngei,N,biography
翻譯文學,faan1jik6 man4hok6,fāanyihk màhnhohk,N,translated literature
旅遊書,leoi5jau4 syu1,léuihyàuh syū,N,travel guide
戰爭故事,zin3zang1 gu3si6,jinjāng gusih,N,war story
經典名著,ging1din2 ming4zyu3,gīngdín mìhngjyu,N,the classics
偵探小說,zing1taam3siu2syut3,jīngtaamsíusyut,N,detective novel
愛情小說,oi3cing4 siu2syut3,oichìhng síusyut,N,romantic novel
