Chinese,Jyutping,Yale,POS,English
少年,siu3nin4,siu'nìhn,N,early youth; youngster
家庭主婦,gaa1ting4zyu2fu5,gā'tìhngjyúfúh,N,housewife
退休人士,teoi3jau1 jan4si6,teuiyāu yàhnsih,N,retired people
專業人士,zyun1jip6jan4si6,jyūnyihpyàhnsih,N,professionals
