Chinese,Jyutping,Yale,POS,English
歐洲,au1zau1,āujāu,PW/N,Europe
殖民地,zik6man4dei6,jihkmàhndeih,N,colony
成為,sing4wai4,sìhngwàih,V,"to become, to turn into"
匆忙,cung1mong4,chūngmòhng,Adj,in a hurry; in haste
精緻,zing1zi3,jīngji,Adj,"fine, exquisite"
魚蛋,jyu4daan2,yùhdáan,N,fish balls
粥,zuk1,jūk,N,porridge; congee
