Chinese,Jyutping,Yale,POS,English
一般,jat1bun1,yātbūn,Adj,"general, common, ordinary"
監獄,gaam1juk6,gāamyuhk,N,"prison, jail"
理由,lei5jau4,léihyàuh,N,"reason, argument, justification"
宗教,zung1gaau3,jūnggaau,N,religion
世紀,sai3gei2,saigéi,N,century
法學家,faat3hok6gaa1,faathohkgā,N,"jurist, jurisconsult, legist"
反對,faan2deoi3,fáandeui,V,to oppose
變成,bin3sing4,binsìhng,V,"to become, to turn into"
人權,jan4kyun4,yàhnkyùhn,N,human rights
過程,gwo3cing4,gwochìhng,N,process
