Chinese,Jyutping,Yale,POS,English
頭先,tau4sin1,tàuhsīn,Adv,"a moment before, a moment ago, just now"
服務人員,fuk6mou6 jan4jyun4,fuhkmouh yàhnyùhn,N,service staff
酒店服務業,zau2dim3 fuk6mou6jip6,jáudim fuhkmouhyihp,N,hotel services industry
基建,gei1gin3,gēigin,N,infrastructure
