Chinese,Jyutping,Yale,POS,English
指紋認證,zi2man4 jing6zing3,jí'màhn yihngjing,N,fingerprint authentication
文件(M:份),man4gin2 ( em1 : fan6 ),màhngín ( ēm : fahn ),N,document (s)
安裝,on1zong1,ōnjōng,V,install; fix; set up
軟件,jyun5gin2,yúhngín,N,software
應用程式,jing3jung6cing4sik1,yingyuhngchìhngsīk,N,apps; (computer) program
