Chinese,Jyutping,Yale,POS,English
講開又講,gong2hoi1jau6gong2,gónghōiyauhgóng,PH,since we are on the topic
譬如(話),pei3jyu4 ( waa6 ),peiyùh ( wah ),PH,for example; for instance
係咪先,hai6mai6 sin1,haihmaih sīn,PH,isn't it?
大癲大沸,daai6 din1 daai6 fai3,daaih dīn daaih fai,PH,to act in a crazy and uninhibited manner
"平有平去,貴有貴去。","peng4 jau5peng4 heoi3 , gwai3 jau5gwai3 heoi3 。","pèhng yáuhpèhng heui , gwai yáuhgwai heui 。",IE,fancy or simple according to somebody's budget
