Chinese,Jyutping,Yale,POS,English
打機,daa2gei1,dágēi,VO,play video games
細,sai3,sai,Adj,small
細個,sai3go3,saigo,TW,when one was young
歲,seoi3,seui,N,year (of age)
擺住,baai2 zyu6,báai jyuh,RVE,hold firmly
眼,ngaan5,ngáahn,N,eyes
眼鏡,ngaan5geng2,ngáahngéng,N,eyeglasses
厚,hau5,háuh,Adj,thick
薄,bok6,bohk,Adj,thin
