Chinese,Jyutping,Yale,POS,English
老細,lou5sai3,lóuhsai,N,boss
髮型屋老闆,faat3jing4uk1 lou5baan2,faatyìhng'ūk lóuhbáan,N,owner of a hair salon
剪頭髮,zin2tau4faat3,jíntàuhfaat,VO,get a hair cut
負離子直髮,fu6lei4zi2 zik6faat3,fuhlèihjí jihkfaat,PH,straight perm; thermal reconditioning
鬈,kyun4,kyùhn,Adj,curly
髮質,faat3 zat1,faat jāt,N,hair nature or texture
染髮,jim5faat3,yíhmfaat,VO,dye the hair
鐵線,tit3sin2,titsín,N,iron wire
頭,tau4,tàuh,N,head; hair
樣,joeng2,yéung,N,look; face
