Chinese,Jyutping,Yale,POS,English
麻麻哋啦,maa4maa4dei2 la1,màhmàhdéi lā,PH,so-so; not so bad but not so good
聞唔聞到香味呀?,man4 m4 man4dou2 hoeng1mei6 aa4 ?,màhn m̀h màhndóu hēungmeih àh ?,PH,Can you smell the fragrance?
唔同嘅人有唔同嘅炒法,m4tung4 ge3 jan4 jau5 m4tung4 ge3 caau2 faat3,m̀htùhng ge yàhn yáuh m̀htùhng ge cháau faat,PH,different people has different ways to stir-fry
