Chinese,Jyutping,Yale,POS,English
地產公司,dei6caan2gung1si1,deihcháangūngsī,,In a property agency or estate company
經紀,ging1gei2,gīnggéi,N,"broker, agent, middleman"
業主,jip6zyu2,yihpjyú,N,owner (of a house or room); landlord
卡片,kaat1pin2,kāatpín,N,(business) card
詢問處接待員,seon1man6cyu3 zip3doi6jyun4,sēunmahnchyu jipdoihyùhn,N,receptionist at the information counter
