Chinese,Jyutping,Yale,POS,English
米雪,mai5syut3,máihsyut,PN,Michelle
東京,dung1ging1,dūnggīng,PW,Tokyo
對象,deoi3zoeng6,deuijeuhng,N,target; boy or girlfriend
香港天文台/天文台,hoeng1gong2 tin1man4 toi4 / tin1man4 toi4,hēunggóng tīnmàhn tòih / tīnmàhn tòih,PN,Hong Kong Observatory
