Chinese,Jyutping,Yale,POS,English
唔好意思,m4hou2ji3si1,m̀hhóuyisī,PH,feel apologetic; excuse me; I'm sorry
一次生、兩次熟,jat1ci3 saang1 、 loeng5 ci3 suk6,yātchi sāang 、 léuhng chi suhk,IE,"unfamiliar at first but you get used to it; strangers are first meeting, but soon friends"
半個鐘頭一班,bun3go3zung1 tau4jat1 baan1,bungojūng tàuhyāt bāan,PH,depart on every half hour
有有搞錯呀!,jau5 jau5 gaau2co3 aa4 !,yáuh yáuh gáaucho àh !,PH,What's wrong? How could this be? Are you kidding?
算啦,syun3 la1,syun lā,PH,forget it; enough already
唔好噉講,m4hou2 gam2gong2,m̀hhóu gámgóng,PH,you are welcome
唔阻你(時間)嘑,m4 zo2 nei5 ( si4gaan1 ) fu1,m̀h jó néih ( sìhgāan ) fū,PH,I don't want to bother you any more.
