Chinese,Jyutping,Yale,POS,English
航班,hong4baan1,hòhngbāan,N,scheduled flight; flight number
廣播,gwong2bo3,gwóngbo,V/N,broadcast; broadcasting
入閘,jap6zaap6,yahpjaahp,VO,enter the gate or restricted area
旅客,leoi5haak3,léuihhaak,N,traveler; passenger; guest
航空公司,hong4hung1gung1si1,hòhnghūnggūngsī,N,airline company
