Chinese,Jyutping,Yale,POS,English
金屬煲,gam1suk6 bou1,gāmsuhk bōu,N,metal pot or pan
瓦煲,ngaa5bou1,ngáhbōu,N,clay pot
裝備,zong1bei6,jōngbeih,N,equipment
跑步機,paau2bou6gei1,páaubouhgēi,N,treadmill
舉重機,geoi2cung5 gei1,géuichúhng gēi,N,Smith machine
