Chinese,Jyutping,Yale,POS,English
研究助理,jin4gau3 zo6lei5,yìhngau johléih,N,research assistance
裇衫,seot1saam1,sēutsāam,N,shirt
半截裙,bun3zit6gwan4,bunjihtgwàhn,N,skirt
波鞋,bo1haai4,bō'hàaih,N,sneakers
牛仔褲,ngau4zai2fu3,ngàuhjáifu,N,jeans
