Chinese,Jyutping,Yale,POS,English
唔好走住,m4hou2 zau2 zyu6,m̀hhóu jáu jyuh,PH,"stay longer, don't go"
趁呢個機會,can3 ni1go3 gei1wui6,chan nīgo gēiwuih,PH,take advantage of this occasion; seize the chance
