Chinese,Jyutping,Yale,POS,English
扣安全帶,kau3 on1cyun4daai2,kau ōnchyùhndáai,VO,fasten seat belt
洗手,sai2sau2,sáisáu,VO,wash hands
戒口,gaai3hau2,gaai'háu,VO,abstain from certain food while sick
沖涼,cung1loeng4,chūnglèuhng,VO,take a shower
生果籃,saang1gwo2laam2,sāanggwóláam,N,fruit basket hamper
煲湯,bou1tong1,bōu'tōng,VO,cook soup; made soup by simmering for a long time
加熱,gaa1jit6,gāyiht,V,heat
打開,daa2hoi1,dá'hōi,RVE,open; take off
