Chinese,Jyutping,Yale,POS,English
掛,gwaa3,gwa,V,hoist (typhoon signal)
八號風球,baat3hou6 fung1kau4,baathouh fūngkàuh,N,No. 8 signal (the wind speed range is 63-117 km/h)
