Chinese,Jyutping,Yale,POS,English
水費,seoi2fai3,séuifai,N,water bill
管理費,gun2lei5fai3,gúnléihfai,N,management fee
煤氣費,mui4hei3 fai3,mùihhei fai,N,gas bill
電費,din6fai3,dihnfai,N,electricity bill
按金,on3gam1,ongām,N,deposit (money)
上期,soeng6kei4,seuhngkèih,N,advance payment (of rent); first month's rent
月費,jyut6fai3,yuhtfai,N,monthly fee or monthly charge
