Chinese,Jyutping,Yale,POS,English
雪糕,syut3gou1,syutgōu,N,ice-cream
西式套餐,sai1sik1 tou3caan1,sāisīk touchāan,N,Western style set meals
早餐,zou2caan1,jóuchāan,N,breakfast
腿蛋治,teoi2daan2zi6,téuidáanjih,N,ham and egg sandwich
甜品,tim4ban2,tìhmbán,N,dessert
西餐,sai1caan1,sāichāan,N,Western food
美食,mei5sik6,méihsihk,N,gourmet
