Chinese,Jyutping,Yale,POS,English
手,sau2,sáu,N,hands; arms
右手,jau6sau2,yauhsáu,N,right hand
啲骨裂咗,di1 gwat1 lit6 zo2,dī gwāt liht jó,PH,fractures cause a crack in the bone
